PLACE_NAME,PROJECT_NAME,Location_Type,Housing_Type,RB Division,Status,Owned,Managed,Developed,YARDI Property Code_2 ,YARDI Job Code_2,ADDRESS,Borough,Boro_code_2,BLOCK,BLOCK_mapping,LOT,BBL,BBL_mapping,BIN,TOTALUNITS,Total Unit PROJECT_2,OWNER_ENTITY,Ownership %_2,Housing_Services, Tax Credit_2 , Tax Credit Y/N , Section 8 Type , Section 8 Y/N , 610 Y/N , Our Role_2 ,Housing Type_2,Agency_2,Program Contact_2,Development Type aka Category_2,Systems Replaced_2,Construction Start Date_text,Construction Start Date_2,Construction Completion Date_text,Construction Completion Date_2,Permanent Loan Conversion Date_text,Permanent Loan Conversion Date_2,Dates of Management From_text,Dates of Management From _2,Dates of Management To_text,Dates of Management To _2,AMI/Populations served _2,Occupied or Vacant during construction _2, Total Construction Cost_Text , Total Construction Cost_PROJECT_2 , Total Development Cost_text , Total Development Cost_PROJECT_2 ,Acquisition date_text,Acquisition date _2,Construction Lender_2,Public or Private Perm Lender_2,Maturity Date,Partners_2,HUD FHA#_2,NYS Tax Credit BIN #_2,LIHTC Syndicator_2,BIN_properties,HPD/HDC Loan #,SHARS_properties,DEVEL DEAL TYPE_properties,GOVT PROGRAM_properties,Agency Contact_properties,TDC_properties,TAXCREDIT_properties,TC UNITS_properties,Lead Agency_properties,COMMENT_properties,YEARBUILT_properties,DATE ACQUIRED_properties,DATEMANAGED_properties,CONST COMPLETED DATE_properties,PERM CONVERSION DATE_properties,FAR_properties,MAXFAR_properties,BUILTFAR_properties,AVAILFAR_properties,BLDGSOWNED,BLDGSMNGED,BLDGS DEVD,BLDGSQFT_properties,ZONISQFT_properties,LOTSQFT_properties,,OTHRSQFT_properties,PARKING_properties,STORIES_properties,SUPUNITS_properties,TOTALUNITS_properties,UNITSOWNED_properties,UNITSMNGED_properties,UNITSSERVICED_properties,MNGEDONLY_properties,LIHTCUNITS_properties,PBVUNITS_properties,COMMSPACES_properties,4BR_properties,3BR_properties,2BR_properties,1BR_properties,0BR_properties,RBDEPTNUM_properties,REGISTRATION_properties,Commercial Unit,Address_commercial,Owner/Entity_commercial,Tenant's Name or Leasee_commercial,Lessee Type_commercial,% RB Ownership_commercial,Permitted Use_commercial,Actual Use_commercial,Comm SqFt Leased_commercial,Current Yardi    T-Code_commercial,Address_program,Division_program,Senior Center name_program,Senior Center director_program,Programs_program,AKA_program
Irving Stockholm,Irving Stockholm,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,irvstock,,304 Grove Street Brooklyn 11237,Brooklyn,3,3326,3326,25,3033260025,3033260025,3076137,5,66,Irving Stockholm HDFC,100%,, Expired ,,,,, D , RH , HPD ,, SR , All ,8/1/1990,8/1/1990,2/1/1990,2/1/1990,2/1/1990,2/1/1990,1/1/1989,1/1/1989, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Occupied**," $ 1,724,700.00 "," $ 3,945,000.00 "," $ 2,078,000.00 "," $ 4,753,000.00 ",1/1/1989,1/1/1989,HPD,HPD  ,,RB Only,,,N/A,3076137,,,Preservation Rehab,,,,Expired,,,,1991,9/1/1991,9/1/1991,,,,,,,1,1,1,6000,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,36,336526,,,,,,,,,,,,,,,,
Irving Stockholm,Irving Stockholm,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,irvstock,,308 Grove Street Brooklyn 11237,Brooklyn,3,3326,3326,27,3033260027,3033260027,3076139,5,66,Irving Stockholm HDFC,100%,, Expired ,,,,, D , RH , HPD ,, SR , All ,8/1/1990,8/1/1990,2/1/1990,2/1/1990,2/1/1990,2/1/1990,1/1/1989,1/1/1989, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Occupied**," $ 1,724,700.00 "," $ 3,945,000.00 "," $ 2,078,000.00 "," $ 4,753,000.00 ",1/1/1989,1/1/1989,HPD,HPD  ,,RB Only,,,N/A,3076139,,,Preservation Rehab,,,,Expired,,,,1991,9/1/1991,9/1/1991,,,,,,,1,1,1,4347,,,0,,,3,,5,5,5,,,,,0,0,0,3,1,1,36,345479,,,,,,,,,,,,,,,,
Irving Stockholm,Irving Stockholm,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,irvstock,,312 Grove Street Brooklyn 11237,Brooklyn,3,3326,3326,30,3033260030,3033260030,3076141,5,66,Irving Stockholm HDFC,100%,, Expired ,,,,, D , RH , HPD ,, SR , All ,8/1/1990,8/1/1990,2/1/1990,2/1/1990,2/1/1990,2/1/1990,1/1/1989,1/1/1989, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Occupied**," $ 1,724,700.00 "," $ 3,945,000.00 "," $ 2,078,000.00 "," $ 4,753,000.00 ",1/1/1989,1/1/1989,HPD,HPD  ,,RB Only,,,N/A,3076141,,,Preservation Rehab,,,,Expired,,,,1991,9/1/1991,9/1/1991,,,,,,,1,1,1,4347,,,0,,,3,,5,5,5,,,,,0,0,0,3,1,1,36,343455,,,,,,,,,,,,,,,,
Irving Stockholm,Irving Stockholm,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,irvstock,,316 Jefferson Street Brooklyn 11237,Brooklyn,3,3175,3175,24,3031750024,3031750024,3072359,6,66,Irving Stockholm HDFC,100%,, Expired ,,,,, D , RH , HPD ,, SR , All ,8/1/1990,8/1/1990,2/1/1990,2/1/1990,2/1/1990,2/1/1990,1/1/1989,1/1/1989, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Occupied**," $ 1,724,700.00 "," $ 3,945,000.00 "," $ 2,078,000.00 "," $ 4,753,000.00 ",1/1/1989,1/1/1989,HPD,HPD  ,,RB Only,,,N/A,3072359,,,Preservation Rehab,,,,Expired,,,,1991,9/1/1991,9/1/1991,,,,,,,1,1,1,6000,,,0,,,4,,6,6,6,,,,,0,0,0,4,2,0,36,328658,,,,,,,,,,,,,,,,
Irving Stockholm - Community Garden,Irving Stockholm,Garden,non-housing,Housing,Operational,Owned,Managed,,irvstock,,317-321 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3166,3166,39,3031660039,3031660039,3819560,0,66,Irving Stockholm HDFC,100%,, Expired ,,,,, D , RH , HPD ,, SR , All ,8/1/1990,8/1/1990,2/1/1990,2/1/1990,2/1/1990,2/1/1990,1/1/1989,1/1/1989, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Occupied**," $ 1,724,700.00 "," $ 3,945,000.00 "," $ 2,078,000.00 "," $ 4,753,000.00 ",1/1/1989,1/1/1989,HPD,HPD  ,,RB Only,,,N/A,3819560,,,Preservation Rehab,,,,Expired,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,1,,,,,,,,,,,,,,,
Jefferson SPI,Jefferson SPI,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,jeffspi,,295 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3166,3166,52,3031660052,3031660052,3397403,8,8,Jefferson SPI HDFC,100%,, HOME ,,,,, D , RH , HCR ,, NC , All ,11/12/2008,11/12/2008,10/1/2010,10/1/2010,12/28/2011,12/28/2011,11/12/2008,11/12/2008, present ,7/16/2026,Multi-Family: Low to Moderate Income,Vacant," $ 1,944,809.00 "," $ 1,944,809.00 "," $ 2,350,000.00 "," $ 2,350,000.00 ",11/12/2008,11/12/2008,CPC,CPC,,RB Only,,,N/A,3397403,,20040423,Preservation Rehab,HCR,,,HOME,,,,2011,12/1/2010,12/1/2010,,,,,,,1,1,1,10000,,,0,,,3,,8,8,8,,,,,0,0,7,1,0,0,269,384547,,,,,,,,,,,,,,,,
JOE RB Harman,JOE RB Harman,Residential,Multi-Family,Housing,Operational,Not owned,Managed,Developed,251harma,,251 Harman Street Brooklyn NY 11237,Brooklyn,3,3278,3278,36,3032780036,3032780036,3074789,6,6,JOE RB HARMAN HDFC,0%,, None ,,,,, D , RH , HPD ,, SR , All ,,,6/1/2019,6/1/2019,,,,, present ,7/16/2026,,,,,,,TBD,,HPD,HPD,,JOE NYC,,,N/A,3074789,,,Preservation Rehab,Green Rehab,,,None,,,JOE,1998,6/24/1991,6/24/1991,,,,,,,0,1,1,4050,,,0,,,3,,6,0,6,,6,,,0,0,0,0,6,0,260,341620,,,,,,,,,,,,,,,,
JOE RB Harman,JOE RB Harman,Residential,Multi-Family,Housing,Operational,Not owned,Managed,Developed,73linden,,73 Linden St Brooklyn NY 11237,Brooklyn,3,3322,3322,28,3033220028,3033220028,3076073,12,12,JOE RB HARMAN HDFC,0%,, None ,,,,, D , RH , HPD ,, SR , All ,,,6/1/2019,6/1/2019,1/1/1989,1/1/1989,1/1/1989,, present ,7/16/2026,,,,,,,TBD,,HPD,HPD,,JOE NYC,,,N/A,3076073,,,Preservation Rehab,Green Rehab,,,None,,,JOE,1992,12/7/1993,12/7/1993,,,,,,,0,1,1,14000,,,0,,,4,0,12,0,12,,12,,,0,0,3,5,4,0,260,355491,,68 Garden Street,Bushwick Gardens Retail LLC,Managed by BWGAD Coop (AKAM),3rd Party,100%,parking,Parking lot,"17,639",,,,,,,
Noll Street,JOE RB Noll Street,Residential,Multi-Family,Housing,Operational,Not owned,Managed,Developed,noll1,,43 Central Avenue Brooklyn 11206,Brooklyn,3,3154,3154,1,3031540001,3031540001,3387566,60,60,JOE Noll HDFC,0%,, None ,,,,, D , RH , HCR ,, NC ,,7/24/2002,7/24/2002,12/1/2003,12/1/2003,12/1/2003,12/1/2003,7/24/2002,7/24/2002, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 8,500,000.00 "," $ 8,500,000.00 "," $ 12,184,002.00 "," $ 12,184,002.00 ",7/24/2002,7/24/2002,CPC,CPC/First Sterling,,JOE NYC,,,First Sterling/Regions,3387566,,20000101,New Construction,HCR,,,HPD 9% LIHTC,,,JOE,2003,12/1/2003,12/1/2003,,,,,,,0,1,1,73814,,,0,,,6,1,60,0,60,,60,,,0,0,22,27,11,0,70,378581,,,,,,,,,,,,,,,,
Knickerbocker Commons,Knickerbocker Commons,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,knickcom,,301 Eldert Street Brooklyn NY 11237,Brooklyn,3,3413,3413,5,3034130005,3034130005,3820348,24,24,Knickerbocker Commons HDFC,100%,, LIHTC ,,,,, D ," RH, CF ", HCR ,, NC , All ,12/12/2012,12/12/2012,6/1/2015,6/1/2015,8/15/2015,8/15/2015,12/12/2015,12/12/2015, present ,7/16/2026,"Multi-Family: Extremely-Low to Low Income, Homeless Set-Aside",Vacant," $ 7,107,500.00 "," $ 7,107,500.00 "," $ 9,612,920.00 "," $ 9,612,920.00 ",12/12/2015,12/12/2015,Chase,CPC/Enterprise,,RB Only,,,Enterprise,3820348,,20116229,New Construction,HCR,,,HPD 9% LIHTC,,,Passive House,2014,7/1/2014,7/1/2014,,,,,,,1,1,1,29705,,,0,,,6,1,24,24,24,,,,,1,0,4,16,4,0,205,385274,,,,,,,,,,,,,,,,
Bushwick United HeadStart,Knickerbocker Commons,School,non-housing,Housing,Operational,Owned,Managed,,,,803 Knickerbocker Avenue Brooklyn NY 11237,Brooklyn,3,3413,3413,5,3034130005,3034130005,,0,,Knickerbocker Commons HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,803 Knickerbocker Ave,"Knickerbocker Commons, LP",Bushwick United HDFC,3rd Party,100%,community,Daycare,"4,957",T0004915,,,,,,
Knickerbocker Square ,Knickerbocker Square,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,knick1,,557 Knickerbocker Avenue Brooklyn NY 11237,Brooklyn,3,3335,3335,1,3033350001,3033350001,3346901,43,43,Knickerbocker Square Associates L.P.,100%,, Expired ,,,,, D , RH , HCR ,, passive rehab  , All ,12/17/1998,12/17/1998,5/1/2000,5/1/2000,5/1/2000,5/1/2000,12/17/1998,12/17/1998, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 4,340,000.00 "," $ 4,340,000.00 "," $ 6,200,000.00 "," $ 6,200,000.00 ",12/17/1998,12/17/1998,CPC,Alden Torch,,RB Only,,,None,3346901,,19950301,New Construction,HCR,,,Expired,,,Passive Rehab,1999,5/1/2000,5/1/2000,,,,,,,1,1,1,49148,,,0,,,6,1,43,43,43,,,,,1,0,11,32,0,0,136,377718,,557 Knickerbocker,"Knickerbocker Square Associates, LP",RiseBoro - Property Management Offices,RB Affiliate,100%,community,social services,,,,,,,,
Knickerbocker Square - Parking Lot,Knickerbocker Square,Parking Lot,non-housing,Housing,Operational,Owned,Managed,,,,557 Knickerbocker Avenue Brooklyn NY 11237,Brooklyn,3,3335,3335,56,3033350056,3033350056,,0,,Knickerbocker Square Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950301,,HCR,,,None,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Knickerbocker Square - Parking Lot,Knickerbocker Square,Parking Lot,non-housing,Housing,Operational,Owned,Managed,,,,557 Knickerbocker Avenue Brooklyn NY 11237,Brooklyn,3,3335,3335,57,3033350057,3033350057,,0,,Knickerbocker Square Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950301,,HCR,,,None,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Knickerbocker Square - Parking Lot,Knickerbocker Square,Parking Lot,non-housing,Housing,Operational,Owned,Managed,,,,557 Knickerbocker Avenue Brooklyn NY 11237,Brooklyn,3,3335,3335,58,3033350058,3033350058,,0,,Knickerbocker Square Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950301,,HCR,,,None,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
380 Grove Street,LEAP Offices,RB Service Site,non-housing,Empowerment,Operational,Not owned,Not managed,,,,"380 Grove St, Brooklyn, NY 11237",,,,,,3033280026,3033280026,3076177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"380 Grove St, Brooklyn, NY 11237",Empowerment,,,Bushwick Homebase; Community Roots; Legal Services LEAP; LEAP - HPLP; Financial Coaching,
Linden Court,Linden Court,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,lindenct,,150 Linden Street Brooklyn NY 11221,Brooklyn,3,3333,3333,58,3033330058,3033330058,3392307,40,40,Linden Court Associates L.P.,100%,, Expired ,,,,, D , RH , HCR ,, passive rehab  , All ,10/1/1999,10/1/1999,5/1/2001,5/1/2001,5/1/2001,5/1/2001,10/1/1999,10/1/1999, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 5,090,000.00 "," $ 5,090,000.00 "," $ 7,270,068.00 "," $ 7,270,068.00 ",10/1/1999,10/1/1999,CPC,CPC/AldenTorch,,RB Only,,,None,3392307,,19980071,New Construction,HCR,,,Expired,,,Passive Rehab,1999,5/1/2001,5/1/2001,,,,,,,1,1,1,57576,,,0,,,5,1,40,40,40,,,,,0,0,10,27,3,0,164,378119,,,,,,,,,,,,,,,,
Luna Green,Luna Green (fka Coney Island 4),Residential,Senior,Housing,Construction,Owned,Not managed,,TBD,,"3027 West 21st Street, Brooklyn, NY, 11224",Brooklyn,3,7072,7072,6,TBD,3070720006,TBD,282,282,Ocean Way Senior HDFC,0%,HRA Senior, 4% LIHTC ,,,,, D/JV , RH , HCR , TBD , NC  , N/A ,6/18/2024,6/18/2024,3/18/2027,3/18/2027,TBD,,N/A,, TBD ,,"Seniors: Extremely-Low to Low Income, Homeless Set-Aside",Vacant," $ 138,151,650.00 "," $ 138,151,650.00 "," $ 220,163,541.00 "," $ 220,163,541.00 ",TBD,,TBD,TBD,,GGV,,,BofA,,,,New Construction,,,,HDC 4% LIHTC,,,,,,,,,,,,,1,0,,,,,,,,,1,282,0,0,,,,,,0,0,1,110,171,,,,TBD,Luna Green (Coney Island 4),TBD,TBD,TBD,community,TBD,,,,,,,,
Melrose SPI,Melrose SPI,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,melspi,,239 Melrose Street Brooklyn NY 11237,Brooklyn,3,3157,3157,52,3031570052,3031570052,3071967,4,8,Melrose SPI HDFC,100%,, HOME ,,,,, D , RH , HCR ,, NC , All ,11/12/2008,11/12/2008,10/1/2010,10/1/2010,12/28/2011,12/28/2011,11/12/2008,11/12/2008, present ,7/16/2026,Multi-Family: Low to Moderate Income,Vacant," $ 2,370,123.00 "," $ 2,370,123.00 "," $ 2,875,000.00 "," $ 2,875,000.00 ",11/12/2008,11/12/2008,CPC,CPC,,RB Only,,,N/A,3071967,,20040420,Preservation Rehab,"HCR, HOME",,,HOME,,,,2011,12/1/2010,12/1/2010,,,,,,,1,1,1,5000,,,0,,,3,,4,4,4,,,,,0,0,3,1,0,0,270,343013,,,,,,,,,,,,,,,,
Melrose SPI,Melrose SPI,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,melspi,,348 Melrose Street Brooklyn NY 11237,Brooklyn,3,3165,3165,23,3031650023,3031650023,3396906,4,8,Melrose SPI HDFC,100%,, HOME ,,,,, D , RH , HCR ,, NC , All ,11/12/2008,11/12/2008,10/1/2010,10/1/2010,12/28/2011,12/28/2011,11/12/2008,11/12/2008, present ,7/16/2026,Multi-Family: Low to Moderate Income,Vacant," $ 2,370,123.00 "," $ 2,370,123.00 "," $ 2,875,000.00 "," $ 2,875,000.00 ",11/12/2008,11/12/2008,CPC,CPC,,RB Only,,,N/A,3396906,,20040420,Preservation Rehab,"HCR, HOME",,,HOME,,,,2011,12/1/2010,12/1/2010,,,,,,,1,1,1,5000,,,0,,,4,,4,4,4,,,,,0,0,3,1,0,0,270,384059,,,,,,,,,,,,,,,,
Melrose Street Apartments,Melrose Street Apartments,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,melrose,,63 Central Avenue Brooklyn NY 11206,Brooklyn,3,3157,3157,101,3031570101,3031570101,3389471,38,38,"Melrose Apt Associates, L.P.",100%,, LIHTC ,,,,, D , RH , HCR ,, NC , All ,10/27/2005,10/27/2005,4/1/2007,4/1/2007,4/1/2007,4/1/2007,10/27/2005,10/27/2005, present ,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant," $ 6,907,591.00 "," $ 6,907,591.00 "," $ 9,279,151.00 "," $ 9,279,151.00 ",10/27/2005,10/27/2005,Wamu,Chase/First Sterling,,RB Only,,,First Sterlin/Regions,3389471,,20030269,New Construction,HCR,,,HPD 9% LIHTC,,,JOE,2007,4/1/2007,4/1/2007,,,,,,,1,1,1,41444,,,0,,,6,1,38,38,38,,,,,0,0,14,19,5,0,6,380850,,,,,,,,,,,,,,,,
Rooftop Anenna,Melrose Street Apartments,Roof Antenna,non-housing,Housing,Operational,Owned,Managed,,,,63 Central Avenue Brooklyn NY 11206,,,,3157,101,3031570101,3031570101,,0,,"Melrose Apt Associates, L.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,63 Central Ave,Melrose Apartmetns ,"T-Mobile USA, Inc.",3rd Party,100%,Antenna,Antenna Roof top,200,t0003819,,,,,,
Mennonite United Revival Apartments,Mennonite United Revival Apartments,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,menn,,424 Melrose Street Brooklyn NY 11237,Brooklyn,3,3166,3166,23,3031660023,3031660023,3398143,24,24,Mennonite United Revival Apts LP,100%,, LIHTC ,,,,, D , RH , HCR ,, NC , All ,7/12/2015,7/12/2015,12/13/2015,12/13/2015,2/15/2015,2/15/2015,7/12/2015,7/12/2015, present ,7/16/2026,"Multi-Family: Extremely-Low to Low Income, Homeless Set-Aside",Vacant," $ 5,850,000.00 "," $ 5,850,000.00 "," $ 6,402,071.00 "," $ 6,402,071.00 ",7/12/2015,7/12/2015,TD Bank,CPC/RBMC,,RB Only,,,RBC,3398143,,20106077,New Construction,HCR,,,HPD 9% LIHTC,,,Passive New,2013,1/1/2014,1/1/2014,,,,,,2.4,1,1,1,29564,24000,10000,0,,4,,1,24,24,24,,,,,0,0,3,13,5,3,283,385039,,,,,,,,,,,,,,,,
Moffat Gardens,Moffat Gardens,Residential,Senior,Housing,Operational,Owned,Managed,Developed,moffat,,22 Moffat Street Brooklyn NY 11207,Brooklyn,3,3444,3444,16,3034440016,3034440016,3398683,72,72,Moffat Gardens HDFC,100%,"HUD 202, ALP",  202 ,,,,, D , RH , HUD   ,, NC , All ,9/22/2008,9/22/2008,8/1/2010,8/1/2010,8/1/2013,8/1/2013,9/22/2008,9/22/2008, present ,7/16/2026,HUD 202 Seniors,Vacant," $ 14,260,000.00 "," $ 14,260,000.00 "," $ 15,769,900.00 "," $ 15,769,900.00 ",9/22/2008,9/22/2008,HUD,HUD  ,,RB Only,012-EE-333,,N/A,3398683,,,New Construction,HUD 202,,,HUD 202,,,,2010,8/1/2010,8/1/2010,,,,,,,1,1,1,65000,,,0,,,6,1,72,72,72,,,,,0,0,0,1,67,4,212,383419,,,,,,,,,,,"22 Moffat Street, 11207",Health; Supportive Services,,,Moffat Gardens Assisted Living Program; Supportive Senior Services 202 Buildings ,Moffat Gardens
Meserole of Montrose Meserole,Montrose Meserole,Pre-Dev Site,Supportive,Housing,Predevelopment,Not owned,Not managed,,,,"55 Meserole St, Brooklyn, NY 11206",Brooklyn,3,3041,3041,1,3030410001,3030410001,,TBD,,Verizon,,,,,,,,,,,,,,,,,6/30/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Montrose of Montrose Meserole,Montrose Meserole,Pre-Dev Site,Supportive,Housing,Predevelopment,Not owned,Not managed,,,,"172 Montrose Ave, Brooklyn, NY 11206

",Brooklyn,3,3062/3041,3062,12,TBD,3030620012,TBD,176,176,TBD,51%,, N/A ,,,,, D/JV/PM , RH , HPD , TBD , NC  ,,6/1/2025,6/1/2025,12/1/2027,12/1/2027,10/1/2028,10/1/2028,TBD,,  -   ,,,,,,,,,,,,,,,,,,,,New Construction,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,TBD,Montrose Meserole,TBD,TBD,TBD,community,TBD,,,,,,,,
Roundtable,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"1175 Gates Ave, Brooklyn, NY 11221",,,,,,,3033310025,,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Developed By Us,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,"1175 Gates Ave, Brooklyn, NY 11221",Seniors,"Roundtable, Case Management","Ivory bowens, Michael Velez",Roundtable Older Adult Center; Case Management for Seniors;  Friendly Visiting for Seniors,
Stuyvesant Gardens Older Adult Club,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"150 Malcolm X Blvd., Brooklyn, NY 11221",,,,,,,3016360024,3044658,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"150 Malcolm X Blvd., Brooklyn, NY 11221",Seniors,Stuyvesant ,Denise Emery,Stuyvesant Gardens Older Adult Club,
Hope Gardens Older Adult Center,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"195 Linden St, Brooklyn, NY 11221",,,,,,,3033240019,3076116,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"195 Linden St, Brooklyn, NY 11221",Seniors,Hope Gardens,Urantia Ramirez,Hope Gardens Older Adult Center,
Brevoort Older Adult Club,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"280 Ralph Avenue, Brooklyn, NY 11233",,,,,,,3016880001,3325173,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"280 Ralph Avenue, Brooklyn, NY 11233",Seniors,Brevoort,Ninoska Medrano,Brevoort Older Adult Club,
Borinquen,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"80 Seigel St., Brooklyn, NY 11206",,,,,,,3030960030,3071447,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"80 Seigel St., Brooklyn, NY 11206",Seniors,"Borinquen, MOW","Rosemarie Ortiz, Amritta Bajoon ",Borinquen Plaza Older Adult Center; Home Delivered Meals,
Palmetto Gardens Senior Club & Social Adult Day Program,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"85 Palmetto St., Brooklyn, NY 11221",,,,,,,3033400020,3076429,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"85 Palmetto St., Brooklyn, NY 11221",Seniors,Palmetto,,Palmetto Gardens Senior Club & Social Adult Day Program,
Sumner Older Adult Club,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"862 Park Ave, Brooklyn, NY 11206",,,,,,,3015800001,3324728,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"862 Park Ave, Brooklyn, NY 11206",Seniors,Sumner,Corey Cain,Sumner Older Adult Club,
Saratoga Square Older Adult Club,NYCHA Senior Center,NYCHA Senior Center,non-housing,Seniors,Operational,Not owned,Not managed,,,,"930 Halsey Street, Brooklyn, NY 11233",,,,,,,3014950013,3339097,0,,NYCHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"930 Halsey Street, Brooklyn, NY 11233",Seniors,Saratoga,Chanteze Jones Taylor,Saratoga Square Older Adult Club,
RiseBoro - Bushwick Homebase,Our Lady of Lourdes,RB Service Site,non-housing,Empowerment,Operational,Owned,Not managed,,,,1875 Broadway Brooklyn NY 11207,Brooklyn,3,3468,3468,65,3034680065,3034680065,3418432,0,,Our Lady of Lourdes Apartments HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,1875 Broadway,OLL Apts. LLC,RiseBoro - Bushwick Homebase,RB Affiliate,45%,community,social services,"2,259",T0004785,,,,,,
